Sale_ID,Customer_ID,Book_ID,Date_ID,Store_ID,Quantity_Sold,Sale_Amount,Discount_Applied
163124,524,8,20230905,87,3,226.8,9.46
593832,720,142,20230910,32,2,103.1,0.71
680037,994,489,20231224,3,1,76.89,7.48
397193,651,154,20231209,31,5,397.57,24.64
834959,159,52,20230412,13,1,47.34,4.62
44446,998,306,20231009,21,1,63.06,0.81
498365,563,98,20230826,28,4,157.68,1.58
178761,148,192,20231229,11,1,83.19,5.85
809454,386,58,20230501,71,1,93.55,1.63
199675,157,13,20230215,35,2,141.62,9.52
210561,861,286,20230203,24,3,106.59,2.97
719044,535,56,20231210,40,1,30.0,2.92
30783,853,192,20230103,92,2,71.66,1.88
911841,444,372,20230327,33,3,176.01,3.29
77566,19,217,20231002,42,2,153.65,12.23
749404,706,30,20230325,90,3,114.16,11.02
907893,154,449,20230722,72,4,79.53,3.88
53848,170,353,20230906,57,5,125.37,2.0
214576,674,185,20230413,52,5,354.54,16.55
415147,559,182,20230624,70,3,122.48,5.34
643024,320,85,20230921,3,3,130.32,9.4
893790,767,77,20230807,6,5,373.02,28.33
851672,962,495,20230620,71,1,79.04,1.99
674316,904,422,20230202,97,3,225.71,21.38
786064,939,382,20230924,14,2,149.79,4.8
773346,685,324,20231226,91,5,440.93,38.53
86448,795,42,20230518,21,2,123.25,7.01
42435,686,424,20230114,82,4,184.79,8.12
286595,816,138,20230318,22,1,78.9,0.35
662991,654,419,20230109,72,4,127.19,1.46
729975,519,259,20230922,18,3,93.26,3.51
29972,976,217,20230812,76,5,132.92,0.22
904751,560,171,20230823,25,2,193.01,7.59
373297,301,52,20230210,34,3,224.76,9.49
960649,124,2,20230130,62,4,163.17,14.73
401099,784,230,20230921,7,2,48.39,0.89
825952,971,308,20231109,72,2,175.17,12.63
977671,596,370,20230418,36,4,386.45,3.78
452353,307,281,20230308,12,4,259.94,15.47
575264,826,432,20230829,28,3,279.08,24.38
854910,67,353,20230225,61,4,218.97,8.53
817722,809,142,20230124,10,3,274.17,16.41
953766,522,277,20230313,79,3,249.27,14.99
244022,778,346,20230802,38,4,252.66,2.68
55149,176,59,20230125,56,5,466.45,44.26
744252,382,236,20230920,41,5,270.23,2.23
779430,982,406,20230427,37,3,234.09,8.68
202740,142,28,20231231,67,4,304.96,13.27
825367,254,74,20231129,85,2,51.39,4.86
775645,773,303,20230723,57,5,407.43,3.42
967198,929,480,20230104,36,1,27.61,2.36
333829,201,255,20230417,84,2,40.64,1.83
251832,638,286,20230206,3,4,254.04,23.29
115216,887,40,20230331,30,1,32.89,2.34
157260,989,234,20230125,79,5,381.93,35.47
145406,912,219,20230916,40,5,462.57,42.24
18362,675,484,20230708,87,4,218.77,18.93
907588,931,46,20230819,35,4,48.52,0.99
44368,250,255,20231124,10,3,193.75,15.78
324658,419,306,20230128,44,3,80.34,6.71
974870,83,489,20231221,17,4,317.0,28.38
493381,797,78,20230913,1,2,171.75,8.5
417130,778,66,20231223,30,5,296.88,2.34
6413,362,122,20230227,76,3,48.69,4.86
143654,7,380,20230506,13,5,488.35,29.9
16131,848,72,20230607,9,4,390.43,21.45
753321,825,351,20230524,50,1,39.7,3.13
8024,848,228,20230605,78,4,290.55,6.72
605362,148,486,20230628,16,2,88.62,6.21
808088,497,193,20230409,86,1,45.73,4.48
627232,9,417,20231218,78,3,79.56,1.81
821395,171,103,20230226,72,4,76.29,6.64
272222,847,385,20230411,25,4,320.76,20.68
695490,105,231,20230919,93,2,175.17,4.02
712128,462,221,20231107,65,1,39.63,2.81
836676,491,416,20230826,93,2,66.63,4.2
45462,618,181,20231024,89,1,35.75,1.83
113095,281,256,20230616,7,3,84.94,1.17
432022,281,324,20230823,81,4,223.84,14.93
879382,318,154,20231113,38,3,139.09,0.76
149845,397,39,20230501,37,2,132.72,8.21
980527,199,152,20230103,99,1,18.42,1.68
558437,629,496,20231105,27,1,24.19,2.4
662909,121,132,20230212,52,3,150.07,1.23
897933,324,116,20230913,86,4,346.71,31.17
12869,205,429,20230811,12,4,181.45,17.92
793564,915,64,20230925,60,3,262.36,15.59
233850,977,247,20230704,35,5,227.97,21.12
736285,240,37,20230215,21,4,390.65,11.78
400883,827,325,20230512,86,1,38.05,1.63
955246,93,74,20230309,75,4,268.87,16.98
673382,783,459,20230922,92,1,32.91,1.12
558665,965,189,20230901,25,4,153.21,13.93
853352,598,267,20230913,34,5,399.82,38.82
680893,769,258,20230613,19,3,198.17,1.78
798649,778,3,20231209,81,4,373.21,1.88
613271,278,6,20231206,53,5,63.74,1.39
154171,228,93,20231005,23,4,288.19,5.68
316516,533,316,20230126,54,2,83.32,6.12
332646,458,37,20230627,37,5,250.41,16.93
119328,602,423,20231028,40,3,209.85,16.35
660813,287,440,20230802,39,2,27.92,1.25
997055,973,124,20230627,37,1,34.39,1.72
910177,419,460,20230214,54,4,354.24,25.34
935737,158,421,20231105,4,3,152.76,0.18
840108,472,208,20231228,36,4,150.62,1.63
647619,689,275,20231031,73,5,223.44,10.99
692377,402,241,20231006,28,1,13.42,1.22
926294,263,264,20230411,32,2,138.86,7.13
886151,294,423,20231120,51,3,248.32,16.65
405262,910,252,20231028,40,2,53.67,5.02
232304,525,315,20230214,95,2,54.04,0.74
231729,354,95,20231226,5,2,28.75,0.21
908827,845,72,20230611,56,5,465.09,7.57
569957,682,76,20231021,40,1,54.01,5.06
818120,644,183,20230802,86,4,60.7,0.18
334186,768,155,20231116,29,5,381.56,6.61
710438,929,435,20230105,31,4,302.18,14.86
91569,949,324,20230821,95,5,166.16,14.76
878751,432,404,20230212,10,5,267.5,18.04
412605,495,415,20230604,87,2,152.59,8.55
914134,794,366,20230422,75,5,55.8,0.9
555424,73,174,20230519,98,3,151.16,3.69
633595,999,295,20230419,24,4,122.12,0.36
165758,675,379,20230119,64,4,226.64,20.17
447895,181,398,20231106,97,3,190.77,7.58
541117,321,325,20230512,3,4,166.31,6.34
649161,187,457,20231018,97,5,133.68,1.21
209758,202,70,20230111,7,3,86.02,3.46
288860,689,279,20230331,32,4,196.08,13.02
541189,598,241,20230512,78,3,47.61,1.75
67243,358,201,20230604,75,5,263.33,17.74
608676,985,429,20230129,86,3,144.49,1.22
643517,271,280,20230507,37,4,137.02,12.3
73409,981,460,20230428,54,3,59.44,3.83
392728,702,164,20230418,60,4,81.09,3.19
760798,696,258,20230718,29,2,199.64,0.45
269347,845,367,20230909,61,4,172.47,14.43
178741,443,353,20230908,7,2,132.94,1.14
731479,147,189,20230328,71,3,223.05,5.17
356517,692,448,20231221,82,3,185.04,13.0
781905,469,219,20230529,18,1,82.84,4.19
187353,185,100,20230921,61,2,47.03,2.23
130941,888,405,20230322,93,4,381.76,37.18
812649,237,161,20230113,68,4,172.57,12.08
902533,826,231,20230806,56,2,110.01,9.96
901180,230,320,20230205,20,5,481.05,6.2
821620,93,149,20231204,11,5,255.25,10.51
441372,998,41,20230524,45,5,412.93,1.79
512534,531,71,20230607,91,3,126.86,10.04
923135,195,174,20230620,81,1,50.6,1.62
598560,643,200,20230609,52,2,43.92,3.89
427770,349,105,20230507,39,2,152.37,2.74
13028,33,193,20230206,44,5,53.55,2.26
845843,935,293,20230329,24,2,153.16,10.96
727613,425,338,20230521,32,5,134.6,7.39
913848,917,406,20230215,37,1,75.8,4.54
903390,441,243,20230429,86,5,122.74,5.96
447177,446,120,20230422,6,2,67.75,2.67
371852,501,94,20231113,44,1,68.78,5.26
5370,483,226,20230830,9,2,148.65,3.88
56770,333,64,20230316,33,2,98.77,5.03
7541,755,133,20230519,85,1,71.05,1.35
44813,967,390,20231209,78,5,387.74,11.94
191931,485,322,20230903,99,5,276.22,10.4
174177,961,16,20231021,48,3,272.0,14.47
104389,750,245,20230312,30,5,486.48,34.51
185894,723,317,20231122,25,5,489.17,46.87
753937,275,401,20231231,55,1,25.14,1.82
106332,411,340,20230110,16,1,17.54,0.4
192643,650,331,20230817,88,4,307.79,0.25
111556,769,97,20230118,23,1,11.9,0.13
65299,643,465,20230203,65,2,29.32,2.03
602622,365,420,20230302,49,4,104.9,6.29
292730,708,319,20230212,84,1,11.51,0.17
52802,860,343,20230702,76,3,31.23,3.04
122461,397,156,20230817,3,1,55.57,3.78
500574,50,8,20230422,43,3,79.23,3.32
862973,155,114,20230811,82,5,241.94,0.42
188727,295,471,20230424,87,5,476.64,44.43
192848,139,192,20230210,79,4,328.01,28.52
536126,686,313,20230612,62,3,150.24,13.42
616349,830,467,20231202,66,3,163.22,2.73
553330,321,436,20231118,48,4,324.99,24.69
859868,57,329,20230211,37,5,429.21,0.45
841484,921,480,20230623,22,5,193.54,5.03
744547,953,72,20230621,23,2,68.65,6.65
801438,558,239,20230223,12,1,47.76,0.19
749796,150,174,20230127,44,5,282.99,15.91
214701,727,377,20230323,79,5,246.03,16.06
949326,680,191,20231011,80,4,388.83,1.95
403706,898,160,20230421,63,2,31.59,2.23
646560,930,271,20230330,96,5,460.53,46.03
567254,465,74,20231227,44,3,191.64,9.25
622386,416,82,20230321,48,2,87.23,8.5
338739,835,314,20231105,21,3,259.45,5.13
643768,47,426,20230306,53,1,50.81,2.43
311638,320,322,20230329,84,1,16.15,0.83
327024,584,371,20231123,7,1,77.01,6.26
398379,920,298,20230413,69,5,327.62,32.06
93391,924,20,20230720,83,3,228.42,2.62
242385,725,83,20230107,23,2,33.21,2.3
130441,540,237,20230806,14,4,288.27,15.0
718474,635,75,20231111,57,5,344.99,18.68
38295,261,222,20231224,42,1,87.33,8.41
588713,575,108,20230310,40,3,237.39,10.42
540419,36,28,20230718,79,3,70.09,1.35
255218,720,300,20231117,3,2,197.61,13.8
967171,838,125,20230702,88,3,290.07,7.57
557069,575,414,20230226,17,1,96.19,7.68
464472,451,175,20230919,49,3,259.63,19.2
221127,939,339,20231126,34,3,86.81,8.5
730456,959,92,20230603,79,4,290.97,15.12
815179,886,465,20230516,61,3,194.97,16.48
368631,854,136,20230116,71,1,13.24,0.24
349762,636,90,20230527,67,4,53.67,1.18
173693,456,195,20230508,70,1,81.15,5.03
225396,155,211,20231224,59,3,49.3,2.03
418259,318,232,20230322,59,4,215.69,20.74
568167,484,271,20230703,33,5,454.37,7.07
747778,601,216,20231022,78,1,23.96,0.65
204599,278,4,20231209,5,5,477.64,0.2
72543,287,18,20230211,27,3,286.81,17.89
998294,951,401,20231122,56,3,103.11,2.46
346456,988,225,20230126,34,1,20.9,1.24
803293,291,413,20230613,73,5,175.42,3.68
480472,65,6,20230417,34,4,303.64,28.92
805145,347,6,20230321,2,5,111.63,6.25
39304,806,253,20230622,55,5,215.78,11.11
353272,667,205,20230503,34,2,90.31,2.9
80944,500,320,20230529,81,4,263.38,5.26
72858,745,500,20231020,7,1,50.09,4.51
351122,930,323,20231203,4,3,188.86,3.48
74299,657,4,20230118,79,5,118.98,0.7
844559,449,119,20230203,45,3,276.1,16.88
888210,35,39,20230618,64,3,191.55,2.2
862288,798,415,20230726,54,4,357.19,34.17
752420,226,425,20230930,44,2,110.82,0.51
288303,849,270,20230126,8,5,69.15,3.23
329862,131,202,20231226,23,4,344.31,19.56
406910,725,376,20230930,53,5,405.11,3.74
955041,81,408,20230520,97,5,211.08,17.65
4332,290,431,20231108,61,4,382.62,28.48
509185,822,62,20230722,56,4,191.81,8.5
207927,568,87,20230602,17,1,92.47,5.62
525957,375,187,20230410,36,3,72.25,1.23
197038,463,436,20231126,84,3,258.52,3.88
375867,325,343,20230723,59,5,69.52,3.29
784242,362,227,20231106,9,3,158.52,8.32
609449,669,341,20231129,35,2,42.68,3.47
416291,418,480,20230724,56,1,37.31,2.51
368137,736,113,20230513,25,2,77.44,3.27
525884,809,442,20230713,57,4,149.71,2.22
23858,145,186,20230307,24,3,270.0,10.84
725078,32,406,20230627,5,3,275.36,2.22
447531,834,109,20230619,60,5,283.94,15.33
557130,35,323,20230328,60,3,39.75,2.73
303878,30,44,20230205,56,4,395.91,33.24
630022,185,419,20230104,63,1,10.63,0.15
71237,514,452,20231122,11,1,94.91,5.78
734124,150,58,20230922,80,4,141.8,0.13
47425,80,301,20230224,66,3,241.41,14.07
515833,901,318,20230429,53,4,272.57,25.32
184627,681,86,20230921,13,3,141.16,12.38
639272,109,201,20230107,19,1,69.58,0.69
938338,423,66,20231214,22,1,33.63,1.62
96435,650,285,20231115,22,2,165.9,1.13
113220,341,451,20230530,49,5,470.3,4.98
185434,384,155,20230812,32,5,355.73,17.68
730332,575,440,20231216,54,4,384.59,37.43
73497,756,395,20230411,71,4,324.2,2.68
980442,242,392,20230316,19,4,168.65,2.42
59546,437,416,20230823,19,3,226.48,2.6
268252,5,184,20231004,65,2,58.84,2.3
544722,334,110,20231226,96,3,40.66,2.41
198354,182,420,20230301,16,3,117.53,0.37
216529,362,13,20230627,79,3,101.06,7.44
874419,760,374,20231126,42,1,33.9,1.2
448280,594,208,20231104,90,4,133.61,12.28
876804,924,389,20230309,11,5,443.81,31.02
947232,750,416,20230125,65,1,74.46,2.67
566360,653,232,20230320,94,3,227.74,6.7
754758,814,292,20231221,10,1,65.82,3.44
380108,208,175,20230410,27,4,125.87,5.41
669636,978,452,20231016,99,3,217.61,15.87
822129,896,124,20230615,28,2,94.49,1.35
825364,264,256,20231208,86,1,21.6,0.41
526735,603,188,20231120,31,2,40.13,2.29
289680,747,345,20230306,44,2,197.71,19.36
489444,555,65,20230924,96,1,89.73,3.83
619684,520,111,20230322,98,4,241.79,22.16
294514,227,215,20230329,16,5,219.77,11.19
527082,651,453,20230111,42,5,405.61,40.37
474638,530,100,20230215,76,5,474.37,30.02
810490,788,93,20230510,89,2,110.01,2.66
763413,374,334,20230903,87,2,81.78,0.99
941785,532,484,20231215,35,5,306.78,1.34
942683,726,332,20230403,29,5,234.5,10.39
688430,348,354,20231124,81,4,189.94,14.88
297913,104,142,20230411,16,2,190.41,11.43
883811,863,37,20230708,22,2,120.63,9.22
42889,777,407,20230224,36,4,346.78,15.69
888222,771,332,20231109,54,1,14.25,0.5
618132,573,123,20230806,62,2,37.36,1.84
412469,149,435,20231129,13,1,40.61,0.58
311143,458,241,20230628,10,2,72.67,0.93
475217,862,19,20230103,48,5,251.63,23.09
746606,10,27,20231211,9,5,299.9,3.64
497016,122,37,20230305,44,2,32.8,1.91
597537,531,495,20230315,69,3,42.78,0.91
335589,414,186,20230213,71,3,104.09,8.97
485760,428,267,20230614,65,1,92.64,6.44
196035,995,11,20230818,31,1,53.28,2.99
915103,296,371,20230517,18,2,190.82,0.02
371370,543,407,20230220,7,2,100.15,2.87
811140,86,482,20231129,5,3,164.43,2.33
492365,349,27,20230521,76,5,86.6,8.4
816737,973,306,20230722,66,3,156.05,1.17
840117,843,222,20231103,97,5,374.89,19.49
702270,611,19,20230227,41,2,130.87,1.77
538249,787,105,20230117,56,3,137.72,3.11
914523,204,391,20230310,11,5,443.71,6.31
709683,280,481,20230306,17,1,34.34,0.81
316742,293,377,20230905,18,4,291.09,0.49
393172,731,462,20230823,66,3,146.68,5.73
858856,929,42,20230824,8,5,178.31,14.79
402598,32,468,20230703,3,1,32.78,1.74
418431,503,55,20230627,82,3,84.14,4.15
500520,41,480,20230506,45,4,91.25,4.55
242008,523,190,20230630,46,5,187.15,3.74
582246,475,95,20230206,9,5,430.17,33.45
753485,163,70,20230122,64,2,86.02,6.41
754041,661,58,20230128,78,4,135.06,1.42
530083,341,38,20230915,34,2,33.79,0.66
659787,86,167,20231024,70,1,18.28,0.37
143960,747,265,20230126,95,2,170.47,9.74
565283,838,445,20231016,82,1,74.69,2.33
860001,321,247,20230508,81,4,287.75,9.94
393317,416,82,20230412,39,1,62.11,1.53
27343,511,228,20231112,21,5,341.87,10.16
595321,447,456,20230320,10,5,217.84,16.99
868057,762,382,20230607,40,5,162.71,4.22
155969,557,454,20230708,92,1,39.3,0.87
829947,585,287,20230723,7,3,176.69,8.31
645131,300,168,20230616,25,3,89.87,0.31
550554,787,306,20230613,10,1,95.54,6.28
295098,144,32,20231027,38,5,268.54,9.44
327927,716,100,20230726,47,2,129.47,11.49
159138,299,44,20230912,25,2,154.33,10.53
321234,24,242,20230425,33,1,71.87,2.74
427268,892,146,20231213,66,3,43.9,1.04
112233,517,173,20231203,99,3,236.74,13.15
584754,893,484,20231228,70,1,60.09,1.5
459212,180,499,20231015,57,3,200.0,15.59
437154,171,267,20230317,55,5,127.32,5.12
876575,997,392,20230320,21,3,272.26,10.11
494870,467,438,20231222,3,2,35.44,3.49
826823,745,138,20230407,33,3,290.18,8.7
669291,872,368,20230118,31,1,76.44,7.34
633128,272,272,20231015,24,1,57.68,4.16
984554,937,321,20230109,88,5,299.77,20.99
49451,360,39,20230727,11,1,56.61,4.94
762744,982,410,20230826,23,2,51.18,3.16
878259,399,210,20230821,17,4,298.95,16.62
446075,997,121,20230721,36,1,59.04,4.58
325434,597,147,20230104,61,5,273.4,8.09
482580,824,333,20231220,83,1,41.18,3.86
435300,533,333,20230303,78,1,91.21,3.46
488654,179,27,20230325,83,4,120.81,11.38
106513,787,69,20230120,79,3,104.57,1.69
145538,328,134,20230521,73,3,132.5,7.86
283649,37,260,20230512,98,2,97.43,8.97
877288,949,495,20231227,66,5,85.98,5.53
990143,113,500,20231004,65,5,371.89,18.68
937122,507,114,20230404,8,3,160.78,10.59
339480,499,252,20231002,50,5,490.85,5.6
588048,547,486,20230214,53,4,139.31,1.33
575769,853,233,20231225,80,5,250.2,24.45
885424,621,176,20230202,33,2,169.5,9.84
154281,363,353,20230628,75,3,178.9,11.67
909758,528,347,20231227,76,3,78.3,4.8
377728,795,192,20230604,34,3,264.73,14.58
342012,621,137,20231026,71,4,75.6,7.56
906715,773,189,20230810,55,4,229.42,18.41
177511,387,214,20230205,87,3,77.27,2.64
979889,56,335,20230416,57,1,23.36,1.75
585646,917,469,20230321,3,5,228.49,6.62
166916,91,301,20230215,24,4,156.25,0.42
939548,964,4,20231101,37,4,128.99,0.38
190349,847,82,20230318,82,1,59.5,0.97
383826,743,41,20230718,98,5,248.06,22.15
257942,629,285,20231212,72,4,227.1,15.49
608041,667,244,20230916,48,1,92.92,0.49
354837,618,247,20230728,82,2,125.71,0.19
722376,574,335,20230705,62,2,186.4,7.49
690833,43,278,20230208,83,5,222.07,11.75
406018,116,150,20230214,23,1,22.68,0.44
823174,332,386,20230301,21,4,149.36,13.24
763837,688,4,20230520,1,5,424.79,0.55
580349,107,489,20230707,59,1,67.35,0.47
811584,522,370,20230327,93,3,49.05,2.58
387453,707,355,20230718,86,2,21.09,1.32
773646,823,278,20231011,31,5,417.34,7.78
29160,363,341,20230717,38,3,243.63,16.82
987142,820,495,20230617,36,1,51.97,2.81
841451,251,22,20230913,3,3,186.07,7.47
503905,307,48,20230908,36,1,45.31,2.46
163249,374,333,20230724,83,1,88.79,6.32
697496,94,465,20231018,32,1,27.06,2.54
296461,841,179,20230607,96,5,410.79,14.86
983233,576,386,20230129,84,2,23.52,0.08
544032,436,368,20230131,59,3,220.37,1.81
751051,324,471,20230817,22,2,99.83,9.07
756302,264,38,20230721,72,5,132.92,12.11
723436,706,350,20230507,35,3,74.75,1.26
402072,509,55,20230318,77,3,233.53,8.86
806944,944,355,20231201,71,1,44.88,4.04
521296,660,300,20230117,17,3,290.24,20.15
946997,349,192,20230729,11,5,301.61,9.56
803161,354,307,20231022,98,2,162.62,4.4
878733,545,362,20231106,47,5,344.08,24.45
257415,201,256,20231115,3,5,348.06,18.67
13518,928,228,20230507,14,4,281.81,17.79
593785,343,90,20230215,33,5,71.92,2.88
373327,983,254,20231128,5,3,293.21,20.81
28007,727,92,20231107,82,5,63.74,5.6
819287,284,109,20230426,37,2,99.77,4.08
635253,922,147,20230529,51,4,265.51,16.97
456767,19,455,20230322,35,3,48.6,2.53
991147,307,460,20230619,49,5,148.07,2.03
23013,778,352,20230602,49,3,117.72,9.6
366673,259,179,20231027,16,4,324.27,14.37
475292,138,386,20230909,66,5,416.15,29.45
950531,826,191,20230702,7,2,142.74,6.43
422134,559,271,20230410,86,2,171.58,14.78
144907,269,122,20230820,19,4,160.65,5.64
342844,147,222,20230517,29,4,77.22,3.51
852876,404,258,20230816,69,1,85.92,5.05
359989,598,27,20230108,1,5,444.15,0.27
887832,436,165,20230906,87,3,132.3,3.08
281514,573,460,20230515,99,2,20.68,0.29
974082,630,246,20230627,87,4,370.6,30.43
604904,882,311,20231002,73,5,316.66,18.17
751210,747,199,20230310,9,2,110.63,0.36
273364,250,449,20230523,65,2,60.97,5.61
315556,172,278,20230516,52,5,305.02,4.11
428289,79,386,20230715,40,3,241.36,15.63
710849,172,317,20231012,11,5,383.11,6.21
194799,889,471,20230514,53,3,252.67,17.67
891311,526,79,20231106,66,2,87.91,0.8
664722,230,80,20230630,92,2,88.2,5.74
217206,983,77,20230114,91,2,143.42,4.35
173636,299,269,20230328,4,2,102.46,7.99
724908,711,492,20230414,4,2,25.61,1.54
801296,792,172,20230804,92,3,88.78,7.54
325819,232,433,20230908,95,5,148.95,2.46
940757,174,109,20230625,75,5,268.34,24.56
669704,770,54,20230704,44,4,229.59,22.22
101847,980,99,20230821,45,3,225.61,0.44
729562,404,68,20230914,62,3,58.75,3.69
810766,915,181,20230517,39,1,26.88,1.77
602843,35,394,20231011,8,5,239.67,23.4
809411,926,133,20230404,56,2,115.94,1.52
729886,989,413,20230711,63,3,95.28,2.7
339693,869,136,20231102,54,1,77.02,4.45
394925,590,53,20230504,38,1,25.33,0.94
58110,486,492,20230409,50,5,258.22,1.24
818500,64,203,20231107,29,5,469.28,3.71
873105,212,209,20230905,1,2,126.98,5.19
637224,987,80,20230123,80,1,57.18,4.97
661941,534,343,20230918,43,3,211.27,4.19
64760,274,244,20230830,30,2,25.44,0.1
281323,694,263,20230808,18,2,47.56,1.01
221187,934,480,20230206,22,1,98.5,1.2
467103,681,105,20230208,11,5,212.66,4.85
412298,665,258,20231205,71,4,298.4,17.44
38968,882,178,20231213,87,4,154.64,8.87
872951,643,438,20231017,49,4,286.03,18.84
849435,895,133,20230416,18,4,196.59,12.21
730103,424,39,20230412,10,3,291.76,9.45
723066,545,142,20230425,17,4,305.87,27.44
383951,426,317,20230207,35,2,68.75,4.33
557698,929,287,20230805,92,2,96.39,7.84
516629,588,394,20231227,68,4,342.94,10.18
485436,800,22,20230121,94,5,94.58,2.39
887957,488,37,20230130,59,2,84.42,3.53
979740,901,323,20230929,31,3,231.04,11.94
319012,609,408,20230204,74,4,259.9,15.05
572498,840,351,20230529,93,2,112.55,2.45
241625,157,470,20230607,56,1,19.95,1.13
556940,713,493,20231218,100,1,29.21,1.7
377288,496,262,20230802,77,5,62.62,1.63
977628,730,468,20230110,29,4,222.65,4.49
533195,629,196,20230318,48,3,122.41,4.37
781246,364,363,20230818,83,2,185.42,13.75
62611,942,167,20230127,81,1,78.64,3.32
534294,972,295,20230721,26,5,102.33,2.24
679196,568,368,20230209,74,1,83.34,7.32
151045,234,447,20230514,59,1,68.05,4.46
577984,309,29,20230607,50,5,55.53,4.38
433029,727,39,20230606,67,4,292.45,11.22
96877,357,435,20230323,86,3,274.04,2.63
316708,541,204,20231220,72,4,359.49,6.33
667163,976,483,20230204,22,4,44.88,4.29
325503,555,228,20230714,61,4,160.57,4.16
619560,573,123,20230705,22,4,116.8,7.77
117440,187,151,20231215,52,3,138.18,3.72
907664,280,284,20230819,29,1,94.52,0.77
576281,114,85,20230515,9,2,52.87,1.03
468574,960,61,20230609,78,5,130.75,6.5
796268,459,170,20231024,96,4,361.28,31.98
310031,170,434,20230301,77,1,66.12,5.2
431600,795,388,20230328,85,5,186.0,0.94
745429,329,79,20230812,95,5,413.5,38.75
483603,536,81,20230425,31,4,128.98,4.55
865068,973,179,20230303,88,1,18.44,1.54
14707,810,381,20230908,29,1,56.71,1.86
133456,692,61,20230727,75,2,30.02,1.17
227455,834,156,20230106,87,1,50.26,3.48
986148,558,158,20230528,63,1,13.3,0.28
309195,765,463,20231215,52,2,94.52,7.92
247082,159,97,20231228,30,4,203.26,18.92
423719,567,147,20230316,90,1,15.1,0.19
197687,562,156,20230125,10,3,283.37,8.88
324434,244,286,20230123,55,5,416.01,29.43
449400,380,189,20230705,21,2,166.41,12.92
709749,422,402,20230724,86,2,92.84,3.7
251512,322,116,20231214,66,1,43.17,0.04
974526,168,485,20231110,46,3,154.79,13.16
124182,202,439,20230124,91,1,25.46,0.83
612976,995,461,20230729,46,2,167.32,0.36
66412,946,306,20230215,98,2,60.26,3.53
858524,997,238,20230928,96,2,125.98,12.35
656688,29,411,20230403,99,4,156.79,14.93
381377,851,340,20230305,32,3,74.94,6.65
269363,314,147,20230403,65,3,61.04,2.12
574009,318,120,20231208,63,5,78.21,1.17
312996,820,4,20231129,48,2,75.01,4.95
619281,258,436,20230914,94,5,363.46,11.32
830493,118,162,20230923,60,4,124.32,2.57
542719,896,116,20230114,27,1,84.11,7.49
822704,254,20,20230411,75,4,193.67,2.52
479111,371,468,20230314,94,5,94.36,7.84
881752,621,343,20231003,45,1,90.67,8.72
490279,381,443,20231123,17,3,239.4,17.74
108298,936,269,20231223,53,5,158.58,2.13
802125,96,481,20231109,84,1,45.09,1.58
531952,833,345,20231001,25,3,152.76,11.16
59860,835,244,20230122,56,4,372.05,1.67
595071,733,285,20230908,4,5,458.08,32.13
929298,689,281,20230118,58,1,60.51,0.09
299730,368,11,20230413,87,2,168.21,2.68
715558,216,371,20230319,49,3,243.74,3.09
617936,412,21,20230628,66,3,213.63,8.59
289326,966,431,20231212,78,5,241.12,11.88
190841,113,353,20231118,40,4,233.55,0.49
214900,684,115,20230528,85,1,23.84,2.21
269957,927,368,20231209,24,5,425.67,1.15
614518,232,102,20231026,86,1,56.41,5.39
388789,252,359,20231020,5,4,202.6,0.98
703763,873,492,20230426,64,2,89.95,8.32
178157,767,75,20231208,20,2,55.4,2.31
396062,982,357,20230512,98,3,113.1,0.26
279886,415,140,20230413,43,5,402.52,8.07
33795,796,342,20230709,35,4,359.36,16.5
64074,634,203,20231023,4,2,123.57,8.64
346730,48,218,20231023,1,2,51.7,4.62
825156,115,110,20230119,40,5,493.71,6.73
49417,970,302,20230826,100,2,183.75,10.93
187789,858,180,20230227,81,3,222.27,0.6
105319,465,205,20230622,80,1,35.04,1.24
807607,425,74,20230816,93,4,52.08,3.59
81930,113,75,20230504,83,2,88.2,0.57
882742,850,189,20231202,96,1,84.08,8.15
158092,915,279,20231001,79,3,171.78,12.42
497482,164,318,20231116,60,3,165.54,7.36
669444,475,61,20230716,75,2,118.87,0.39
476460,810,48,20230715,14,5,240.21,1.29
456800,665,133,20230219,4,2,151.49,2.69
687057,553,269,20230628,35,2,85.4,7.79
189332,187,398,20230127,71,2,176.79,5.42
796996,460,327,20230416,63,3,243.78,7.48
789843,157,161,20230223,85,3,237.17,10.62
356753,495,118,20230109,93,3,53.97,0.05
202737,344,63,20230828,29,1,91.04,5.1
215915,337,364,20230530,30,5,321.38,10.89
658237,888,233,20230125,31,4,255.81,6.55
491045,96,321,20231014,76,3,209.58,19.34
502650,261,372,20230802,28,4,214.45,10.91
628492,322,87,20231221,1,3,101.51,9.38
887890,977,264,20231221,26,3,59.27,1.85
211619,787,493,20230721,80,4,294.64,0.61
219392,165,471,20231215,13,2,87.5,2.59
376586,427,135,20230503,74,1,87.26,8.43
655456,603,370,20230924,29,3,237.32,12.35
821011,304,418,20230308,74,2,81.05,4.98
318009,69,286,20230925,65,3,92.96,0.48
21483,332,229,20230516,16,2,56.6,0.84
953883,449,435,20230923,85,4,248.21,14.91
711666,635,130,20230607,63,2,39.67,0.18
799982,350,348,20230102,53,4,168.73,0.08
791123,1,121,20230724,75,1,99.03,2.99
358081,472,333,20230620,18,1,67.87,5.71
598436,155,317,20231028,60,1,22.36,0.08
837723,232,180,20231004,90,2,101.13,9.73
798401,591,84,20231103,6,2,104.6,2.93
